full_name,workflow,model_name,campaign,rank,binder_final,kd_nM_final,denovo_structure_method,denovo_method_class,sequence_design_method,was_optimized,n_optimization_rounds,optimization_strategies,optimization_strategy_class,used_caliby_any,predict_redesign_seq_model,predict_redesign_predictor,screen_instrument_in_loop,final_gate_instruments,final_refine_step,final_sequence_step,n_steps,pipeline_n_modifying_steps,n_screens_in_lineage,n_ancestors_in_lineage,root_backbone_id,parent_design_id,design_id,fold_class_designed,binder_len,lcp_score,esmc_log_likelihood,seq_shannon_entropy_bits,seq_n_cys,uuid
mythos_preview_single_target_trem2_rank22,mythos_preview_single,Mythos Preview,single-target,22,True,0.7357346211,PXDesign,diffusion,SolubleMPNN,True,2,MPNN resample x2,Predict-&-redesign,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,Multi-seed SolubleMPNN resample + refold,9,4,3,3,bb_d2c8ac3283,,lin_8c97040ca6,all-α,70,,,3.0989,0,0732d071-ced9-531e-879f-727cf5a851d3
mythos_preview_single_target_trem2_rank23,mythos_preview_single,Mythos Preview,single-target,23,True,11.1081225085,RFdiffusion3,diffusion,SolubleMPNN,True,1,point-mutation scan,Point mutagenesis,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,Point-mutation scan + refold,7,3,2,2,bb_3b3af54d2c,,lin_0da29c8f9d,all-α,78,,,2.7766,0,b957726a-3d12-5664-b710-0ae53bd88907
mythos_preview_single_target_trem2_rank24,mythos_preview_single,Mythos Preview,single-target,24,True,5.1077716073,PXDesign,diffusion,SolubleMPNN,True,1,point-mutation scan,Point mutagenesis,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,Point-mutation scan + refold,7,3,2,2,bb_e82b4c4d28,,lin_61d324cd34,all-α,70,,,3.3589,0,872cb5f3-3ad2-51c2-b52e-8d10881d6026
mythos_preview_single_target_trem2_rank25,mythos_preview_single,Mythos Preview,single-target,25,True,490.0,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_cf7865519a,,lin_0c1dfe7f1b,all-α,62,,,3.6912,0,f4accc4e-c19d-591d-88d2-92bebc62b1d2
mythos_preview_single_target_trem2_rank26,mythos_preview_single,Mythos Preview,single-target,26,False,,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_75ae16884d,,lin_22e1b1824c,all-α,78,,,3.7389,0,6d95f4ed-2d05-5499-bf22-3e854d0ea6ee
mythos_preview_single_target_trem2_rank27,mythos_preview_single,Mythos Preview,single-target,27,False,,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_a34f78af56,,lin_0bdf7acde7,all-α,62,,,3.6084,0,9c0ffcd8-482c-5b99-88d1-4c4dddd8d229
mythos_preview_single_target_trem2_rank28,mythos_preview_single,Mythos Preview,single-target,28,False,,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_d58724b883,,lin_987b42f25b,all-α,62,,,3.7895,0,7ab59feb-6d09-5d01-a629-4ba7d2974ed9
mythos_preview_single_target_trem2_rank29,mythos_preview_single,Mythos Preview,single-target,29,False,,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_f84465c546,,lin_a1675c2c4b,all-α,80,,,3.6936,0,087f5fa7-b851-5172-84f3-c127213e9dc0
mythos_preview_single_target_trem2_rank30,mythos_preview_single,Mythos Preview,single-target,30,False,,FreeBindCraft (BindCraft),hallucination/AF2-based,designed jointly by the structure model (native co-design),False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen","Protenix (ptxv2 arm),ESMFold2 (full),ESMFold2-Fast",,FreeBindCraft (BindCraft) (sequence co-designed by structure model),5,2,1,1,bb_e27aa77f2d,,lin_f55ac09612,all-α,78,,,3.5909,0,d4c3b9c9-50bb-5217-88f0-4ef1e82b97d0
opus_4_8_multi_target_trem2_rank01,opus_4_8_multi,Opus 4.8,multi-target,1,True,0.0800895677,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_76a18a3d09,,lin_efde29098d,all-α,71,23.54820608375349,-1.5989251136779783,3.5414,0,7c811f87-9946-57f7-8949-581bc2c8dc4f
opus_4_8_multi_target_trem2_rank02,opus_4_8_multi,Opus 4.8,multi-target,2,True,0.5819544737,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_3937d9a175,,lin_b33cf1c1ba,all-α,71,80.84135782960348,-1.4607597589492798,3.3902,0,719ecba0-ac9c-5c09-bd89-3002e9393bee
opus_4_8_multi_target_trem2_rank03,opus_4_8_multi,Opus 4.8,multi-target,3,True,0.0753492093,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_76a18a3d09,,lin_d132183d1e,all-α,71,23.79817786071898,-1.926217794418335,3.6561,0,bad8332b-f6f0-5847-b8dd-01b18bf1ca33
opus_4_8_multi_target_trem2_rank04,opus_4_8_multi,Opus 4.8,multi-target,4,True,0.5388789612,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_89819380d9,,lin_a643718e13,all-α,71,284.2581002299116,-1.51055645942688,3.3725,0,8fa3cca4-49c9-5949-8704-b4483efb939b
opus_4_8_multi_target_trem2_rank05,opus_4_8_multi,Opus 4.8,multi-target,5,True,1.061969908,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_cb73571d64,,lin_5380cb8baf,all-α,71,149.93233086125798,-1.5382767915725708,3.3237,0,e543be67-ae7c-5dd1-a9d6-c09af30a57d4
opus_4_8_multi_target_trem2_rank06,opus_4_8_multi,Opus 4.8,multi-target,6,True,38.0243350684,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_f9bf263ab0,,lin_a30252d575,all-α,85,828.5966968803824,-1.4124765396118164,3.1589,0,c2cbe461-f20b-5453-8e1c-1c85a46e555d
opus_4_8_multi_target_trem2_rank07,opus_4_8_multi,Opus 4.8,multi-target,7,True,12.6305891615,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_84e6df951a,,lin_21fbc4aed1,all-α,71,316.1697181615951,-1.533713698387146,3.0852,0,9a575161-8e3b-5d24-8f76-b66ba69e3453
opus_4_8_multi_target_trem2_rank08,opus_4_8_multi,Opus 4.8,multi-target,8,True,2.3968374593,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_cb73571d64,,lin_11792d01c8,all-α,71,150.31023493353428,-1.6083765029907229,3.403,0,941c3284-d3f5-5a91-8a30-270c85f66fbd
opus_4_8_multi_target_trem2_rank09,opus_4_8_multi,Opus 4.8,multi-target,9,True,732.6201034311,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_2be5c20411,,lin_93678e44ba,all-α,71,138.2527161776016,-1.5749752521514893,3.4402,1,de9cc828-48da-5c9d-b847-f11b8d175425
opus_4_8_multi_target_trem2_rank10,opus_4_8_multi,Opus 4.8,multi-target,10,True,38.4517779068,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_f9bf263ab0,,lin_ef13597318,all-α,85,882.2082125800215,-1.2921994924545288,2.9681,0,057e4918-bfca-572f-9601-ae7bbe4d90df
opus_4_8_multi_target_trem2_rank11,opus_4_8_multi,Opus 4.8,multi-target,11,True,3.9928584831,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_84e6df951a,,lin_bdf8885792,all-α,71,369.8326626947854,-1.598369598388672,3.1617,1,2697ce63-13f0-5801-9f2f-02c4441b3077
opus_4_8_multi_target_trem2_rank12,opus_4_8_multi,Opus 4.8,multi-target,12,True,4.0144021695,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_dba1a1bfe3,,lin_acbbec0591,all-α,87,273.9827972447376,-1.847375988960266,3.4312,0,58687f73-a47e-58b2-8207-43cd0e52c16b
opus_4_8_multi_target_trem2_rank13,opus_4_8_multi,Opus 4.8,multi-target,13,True,0.5967691366,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_89819380d9,,lin_7f0f9b8181,all-α,71,237.5379232099845,-1.4687224626541138,3.3182,0,8b60f4cc-6164-514c-81c6-857d6d0b11c4
opus_4_8_multi_target_trem2_rank14,opus_4_8_multi,Opus 4.8,multi-target,14,True,14.0103273567,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_2be5c20411,,lin_7facc388d6,all-α,71,102.40909007206332,-1.664809226989746,3.3915,1,5bea23e8-09ac-513b-abb9-c7210741f168
opus_4_8_multi_target_trem2_rank15,opus_4_8_multi,Opus 4.8,multi-target,15,True,0.9451168358,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_3937d9a175,,lin_802c39b7ce,all-α,71,137.39990293375115,-1.69395649433136,3.3398,0,86756535-afe0-53d2-b505-e06c04c4818a
opus_4_8_multi_target_trem2_rank16,opus_4_8_multi,Opus 4.8,multi-target,16,True,33.2981012709,RFdiffusion3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_a651b8453b,,lin_64f742f895,all-α,56,23.866242232405607,-1.381379008293152,3.5359,0,c3000597-3776-5006-954f-29d115de30f7
opus_4_8_multi_target_trem2_rank17,opus_4_8_multi,Opus 4.8,multi-target,17,True,23.1,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_dba1a1bfe3,,lin_5e15d1d376,all-α,87,354.25356761660225,-1.8942418098449707,3.2877,0,30db2496-d41b-57f8-b6af-30d311c5fbe0
opus_4_8_multi_target_trem2_rank18,opus_4_8_multi,Opus 4.8,multi-target,18,True,0.161,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_07594eb5cb,,lin_bcbfa32d35,all-α,85,801.9573796667627,-1.4344887733459473,3.0358,1,553da3c2-bdbb-5784-8dc7-afde22c88c5e
opus_4_8_multi_target_trem2_rank19,opus_4_8_multi,Opus 4.8,multi-target,19,False,,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_a42e8fc9a7,,lin_1cf84b4104,all-α,71,689.9460815570488,-1.1804018020629885,2.8536,0,0a543761-e7c3-57e0-b749-88cae66f7c54
opus_4_8_multi_target_trem2_rank20,opus_4_8_multi,Opus 4.8,multi-target,20,True,72.0,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_f12911933a,,lin_8396b6330a,all-α,71,374.4247262110629,-1.5075175762176514,3.3228,0,71bde4d4-2082-548b-ba51-1948cf12ea15
opus_4_8_multi_target_trem2_rank21,opus_4_8_multi,Opus 4.8,multi-target,21,True,2.3168479325,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_07594eb5cb,,lin_35d4b290b5,all-α,85,680.0846612535205,-1.3930940628051758,3.0838,0,3c3738f8-fbf2-5110-9c64-c40ecb19e041
opus_4_8_multi_target_trem2_rank22,opus_4_8_multi,Opus 4.8,multi-target,22,False,,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_58d3ed5e56,,lin_6cb30dfa8f,all-α,79,383.5915089075156,-1.403234601020813,3.4726,0,fcaa2644-257f-5bf1-be19-13439e9a7344
opus_4_8_multi_target_trem2_rank23,opus_4_8_multi,Opus 4.8,multi-target,23,True,804.026798668,RFdiffusion3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_a651b8453b,,lin_ae28c5b7e9,mixed α/β,56,25.843859662456715,-1.4756819009780884,3.6425,0,bcab6988-d640-52de-900d-33c4fd3449ae
opus_4_8_multi_target_trem2_rank24,opus_4_8_multi,Opus 4.8,multi-target,24,True,1.3752074209,PXDesign,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_e0c4577299,,lin_9d60b13b7a,all-α,71,224.73079976004888,-1.9377497434616089,3.3257,0,24a04aeb-f53f-57d2-a461-f1230e9ac098
opus_4_8_multi_target_trem2_rank25,opus_4_8_multi,Opus 4.8,multi-target,25,False,,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_481d8cc06a,,lin_c106d752f6,all-α,82,1342.8728720360386,-1.1280567646026611,2.716,0,483962cd-6011-5eb2-850e-c71136d27a8d
opus_4_8_multi_target_trem2_rank26,opus_4_8_multi,Opus 4.8,multi-target,26,True,500.0,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_58d3ed5e56,,lin_b3b4908707,all-α,79,362.284466524563,-1.370029091835022,3.4711,0,b595b2d1-0011-59f0-ac8d-fc6c71522a3b
opus_4_8_multi_target_trem2_rank27,opus_4_8_multi,Opus 4.8,multi-target,27,False,,RFdiffusion3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,3,2,1,bb_ffd34760cb,,lin_59f21ec1da,all-α,86,137.49296208980465,-1.055185317993164,3.4149,0,cd70ff86-7e5b-52cf-99b7-8331822ccf95
opus_4_8_multi_target_trem2_rank28,opus_4_8_multi,Opus 4.8,multi-target,28,False,,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_68c192fd00,,lin_0ea24a3e52,all-α,67,748.7711773718025,-1.434496283531189,3.1701,0,259d3571-3dff-5f08-9cc9-087ffcf26887
opus_4_8_multi_target_trem2_rank29,opus_4_8_multi,Opus 4.8,multi-target,29,False,,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_2ec0190c84,,lin_a493e37290,all-α,60,185.28912291077177,-1.7152364253997805,3.2343,0,e3ef1dcc-85f1-588c-8693-e4c06cf83356
opus_4_8_multi_target_trem2_rank30,opus_4_8_multi,Opus 4.8,multi-target,30,False,,Genie3,diffusion,SolubleMPNN,False,0,,none,False,,,"Protenix (ptxv2), 1 seed per screen",,,SolubleMPNN,5,2,1,1,bb_25e21d0890,,lin_68b8785859,all-α,59,42.36131109066896,-1.7452667951583862,3.3658,0,c9b6daa5-45ad-5052-a4e7-aedefdef196f
